LIMIT_BAL,AGE,topay,BILLAMT,PAYMENT
400000,66,0,454280,48500
130000,35,-6,3918,1000
90000,26,0,155669,12586
50000,43,0,55760,6898
110000,45,-3,195664,100007
440000,42,-6,30794,30794
210000,33,0,142153,10800
130000,29,-3,57406,26758
20000,42,16,6300,0
20000,31,11,47300,4400
80000,41,0,64779,11000
370000,47,-12,20950,22828
210000,39,0,1218442,43916
190000,25,-3,12680,18514
170000,30,2,229974,10907
140000,30,11,701274,29551
140000,28,-8,51743,43320
180000,29,-12,432,432
210000,35,-9,-126,0
160000,30,-1,478884,134866
90000,27,0,132445,18575
50000,26,0,302153,12600
70000,29,0,393988,14576
30000,25,-2,67771,26076
50000,44,12,123888,5885
80000,40,0,103115,12940
150000,45,2,319885,72987
100000,44,8,475788,15857
200000,28,-6,28677,23115
500000,33,0,134139,27755
200000,31,3,868929,35022
180000,29,0,134940,26000
160000,33,-6,16928,23702
50000,29,0,119902,8000
50000,46,0,197793,25222
80000,43,0,470919,24093
30000,22,-3,8696,5276
80000,32,0,310624,13061
290000,41,-6,20812,18883
20000,27,0,128978,7518
80000,25,7,347455,9058
200000,45,-12,20736,22280
250000,38,-4,100160,57532
60000,45,0,95825,8700
50000,27,0,226334,11734
30000,47,0,152363,10770
210000,35,-6,286072,6500
190000,34,0,434929,83000
200000,44,-1,131967,124656
220000,26,0,257711,34994
160000,37,-2,184842,78365
30000,51,2,161186,9500
90000,50,0,387793,19300
50000,23,2,233633,9165
100000,38,-2,302568,124784
10000,21,0,54461,6100
20000,35,7,114502,8201
170000,25,-3,18096,14309
300000,35,-3,61158,38114
300000,39,-10,1117,0
500000,35,-5,107799,150040
150000,30,-4,41425,25983
130000,34,12,193924,10600
170000,31,0,998844,37931
20000,40,9,93198,6857
350000,45,-6,1746,1746
30000,43,12,152838,5810
230000,45,0,1114861,46028
180000,32,7,107602,12000
150000,42,2,48189,5645
100000,30,0,480239,42745
130000,29,-3,265495,222651
30000,38,0,152274,16089
70000,23,-6,109807,84786
60000,24,0,148181,9124
10000,22,6,50336,4334
280000,46,-5,38905,42585
150000,37,-1,12004,10046
110000,42,7,284108,12995
270000,34,2,221208,38030
150000,32,12,785180,32600
160000,35,-7,13184,10161
200000,32,0,193776,8340
250000,35,3,158239,7278
160000,40,0,533074,19186
90000,32,0,351576,17900
310000,29,-7,151220,164843
80000,40,0,47467,7380
50000,29,4,236668,13500
40000,37,11,81118,18000
60000,40,8,229985,8969
110000,29,-5,15040,13080
250000,36,0,652470,23800
300000,41,-6,165321,170930
100000,45,7,380534,10871
30000,30,17,164173,3485
310000,27,5,1178431,38004
50000,57,0,231635,8181
180000,32,-12,5888,5910
180000,52,-7,161013,149476
360000,36,4,278053,77011
180000,26,-6,2376,2376
350000,31,4,811027,535000
220000,28,-3,154591,41903
180000,38,-6,34891,26887
500000,29,0,474715,30000
240000,42,0,941753,174288
60000,36,-9,0,0
220000,38,0,860311,32223
400000,36,-5,65563,68163
20000,57,0,117955,8500
190000,58,3,792995,22627
230000,62,0,1038757,38328
50000,39,1,209841,93507
200000,37,0,297909,10389
210000,46,0,321179,28282
350000,42,0,1472691,52232
50000,52,0,119434,12400
10000,28,-1,42501,6636
140000,46,0,481501,17872
150000,55,-3,2718,3508
200000,31,-6,9864,6438
130000,31,-3,6514,5643
70000,25,-3,4054,4873
70000,25,2,296410,12170
170000,24,0,607706,184821
340000,29,0,834198,54100
500000,43,-9,0,0
20000,26,11,71906,4903
340000,57,-6,76196,66492
280000,42,0,1366738,47250
20000,22,0,71599,3744
450000,33,-12,4967,4649
70000,36,0,244731,8518
150000,38,5,6982,1846
150000,27,-12,5560,0
80000,46,0,313291,11911
350000,44,-5,10599,7484
200000,39,-2,37641,23427
300000,31,-3,140879,129341
210000,39,0,227921,80676
350000,36,2,1563640,70031
130000,49,2,55732,13265
60000,27,0,108448,5731
150000,30,-6,12172,7399
130000,30,7,60283,4200
50000,30,-2,40804,9082
50000,54,4,207661,5468
500000,46,-7,14302,14330
230000,28,-1,1170752,273901
50000,23,0,129497,28536
230000,44,-3,63695,56569
40000,26,12,166799,6900
200000,54,-12,7649,6945
20000,33,-6,6502,3354
330000,33,0,840052,37031
50000,36,32,14400,0
230000,40,-3,25263,20018
240000,27,-6,9696,7414
200000,27,-6,10303,35437
170000,34,4,317258,16700
180000,50,0,431560,28000
50000,34,0,141074,8114
320000,36,0,1152055,29202
90000,44,-6,8838,41984
150000,50,0,482692,18698
180000,27,0,598521,25800
230000,41,0,1371514,55700
40000,55,-9,-6750,0
380000,33,-10,2500,0
100000,29,0,269764,10265
100000,41,-5,23780,12813
80000,39,-6,25614,27137
20000,42,6,92681,6032
40000,24,-12,31905,35048
200000,29,0,440271,20354
50000,42,4,239885,11104
210000,33,-7,700,700
240000,57,-4,193782,75848
400000,31,-6,10551,10551
310000,32,0,241384,20000
500000,34,-12,83222,84360
120000,51,4,700975,103629
260000,35,-5,8856,8924
400000,48,0,14165,19002
150000,45,0,830237,30404
20000,43,0,91026,6209
100000,34,-1,4098,2578
240000,38,2,19823,4743
50000,32,0,85947,9329
160000,26,-6,67573,72407
60000,28,5,247860,6231
240000,37,-10,317,0
50000,40,0,280401,20053
70000,44,0,361615,35663
310000,37,0,70284,4117
140000,27,-1,5416,4532
120000,34,0,180138,21382
20000,25,11,96561,10200
230000,51,2,697409,19271
30000,22,0,169787,7393
130000,51,0,619980,22151
260000,38,-6,24571,20483
50000,50,-6,86636,2500
120000,46,0,419008,14851
280000,51,-8,42557,48406
60000,27,11,163518,8200
60000,36,-1,-1670,5500
150000,23,2,145060,15683
140000,24,-8,430,233
20000,25,0,94501,5880
90000,36,0,323113,95818
50000,29,0,278142,13070
40000,41,-4,146320,2971
300000,27,-4,60105,36466
280000,44,-6,24105,14416
30000,22,8,28239,14145
60000,25,0,294412,15100
160000,29,-6,9182,9210
80000,29,-2,249379,85662
50000,43,6,253798,9239
280000,34,-6,45614,46814
230000,23,0,128161,7031
20000,35,1,8519,2862
10000,41,-6,10800,8075
120000,38,0,583281,26100
50000,49,0,52387,16054
130000,35,0,45048,9000
180000,35,-6,5495,4396
160000,38,0,286152,13940
220000,29,-6,90000,260807
30000,42,0,166607,7446
80000,25,-11,442,1544
170000,36,-12,4789,1941
80000,42,-8,71650,0
80000,24,2,45201,5142
120000,35,0,351761,82474
60000,43,0,288970,10964
330000,39,0,346613,20000
240000,38,-12,19896,16896
30000,47,0,71517,4518
50000,27,-6,53632,56730
380000,50,0,1191045,195000
50000,24,0,210325,7143
200000,36,-12,0,0
250000,53,0,1321665,65213
190000,28,0,1175570,37487
360000,38,-9,0,0
20000,37,-7,1004,1004
260000,36,2,1655514,58800
500000,51,0,1986689,76176
500000,45,0,291816,38503
60000,29,-1,78860,35556
150000,36,0,686670,26306
500000,61,-3,129946,90604
230000,33,-7,1990,1990
80000,50,0,283535,10324
170000,25,-3,295047,71755
30000,41,11,57574,4240
50000,28,0,254985,11244
340000,28,0,1343177,39692
80000,33,-5,41226,18628
230000,37,-1,221651,35550
20000,39,-9,0,0
50000,32,0,188156,8337
20000,31,0,89202,4038
100000,36,12,498944,15942
50000,36,0,159541,7219
30000,31,-4,22791,4732
30000,40,0,153100,11150
180000,32,-2,43789,23000
460000,42,-3,30476,18054
60000,28,0,344299,12996
160000,46,-6,5486,4576
150000,29,2,26114,10677
50000,37,0,16186,9495
190000,37,0,469496,22571
50000,53,0,118709,5442
20000,50,12,58269,5100
130000,41,0,429307,16928
500000,49,1,42708,4000
170000,53,0,103181,4616
80000,28,-12,3318,3318
150000,34,24,693936,47000
200000,33,-3,4706,4326
300000,31,0,830482,32440
50000,44,7,174059,5605
500000,36,0,2072658,80005
100000,30,2,523151,29600
180000,33,-6,4887,5968
420000,33,0,373197,47677
110000,47,0,543999,17766
100000,27,2,148605,11994
110000,39,0,516377,18427
100000,28,-6,6537,5982
230000,41,2,1345795,57000
220000,31,3,883640,18640
250000,33,0,212888,61706
140000,36,-6,4836,4510
170000,29,2,732464,42271
500000,50,-12,706,18821
170000,28,-12,0,0
50000,24,0,139595,8635
260000,35,0,279135,60399
30000,45,2,134373,6082
80000,30,0,403849,18434
110000,37,0,460710,21700
120000,24,-2,29398,18185
100000,27,0,455428,13461
500000,35,-12,156466,125201
50000,43,-6,13856,8354
240000,33,0,1343637,47884
150000,28,-5,16180,4260
20000,40,-6,4506,2340
260000,29,0,291644,30000
230000,31,2,604223,23061
150000,48,2,244964,12000
200000,35,-12,18473,28364
350000,52,-6,10987,15285
440000,36,-3,85688,42762
250000,31,-6,2013,2013
200000,29,8,795016,29600
230000,53,-9,0,0
20000,25,5,30746,4028
50000,36,14,295891,10500
30000,24,5,103804,7500
200000,34,-7,14984,12381
320000,46,-9,121897,115359
370000,30,-4,81242,40839
220000,33,-6,10387,12059
500000,36,2,1077470,44244
360000,40,-1,267685,87032
240000,40,-5,7592,7757
500000,29,-12,17629,17820
450000,38,-12,0,0
520000,47,-12,246582,268289
180000,30,-6,16500,20786
50000,25,1,7620,5452
140000,50,-2,191624,113182
450000,34,-6,18800,19449
50000,25,-2,19409,11471
20000,24,8,77853,16461
160000,51,-3,10375,30625
30000,25,2,155228,11713
80000,54,0,415990,17414
100000,41,10,575123,18100
100000,25,-6,60801,81960
50000,27,-6,2930,10182
180000,49,0,836001,29502
50000,57,-9,447,2864
240000,33,0,1343225,49109
240000,28,0,1385179,53842
200000,29,0,1082371,48958
150000,28,0,108049,7820
230000,45,-2,99327,24934
30000,27,19,9900,0
500000,33,-4,1282,1282
240000,29,-7,12440,14003
250000,34,0,1040842,116000
140000,50,11,835836,27527
60000,43,0,368677,14305
50000,43,-3,14138,13886
160000,28,-4,56605,33457
100000,25,-6,3514,3514
240000,28,-12,-6576,1823
200000,47,-6,91294,76281
150000,51,8,126333,12087
160000,32,-1,816716,191215
460000,41,-7,55760,51494
220000,30,-6,25110,18451
100000,38,-3,4983,1950
480000,40,0,408094,14507
180000,26,-11,4003,4909
290000,49,-5,80951,90975
60000,37,2,156272,12000
480000,34,-5,136858,124047
140000,41,0,410191,12997
130000,34,-6,43213,1150
150000,37,-1,382140,14980
230000,36,-12,4483,5441
330000,28,0,1540629,56089
180000,30,-6,32304,32611
100000,28,0,315574,14520
80000,40,-3,211833,12154
130000,25,-6,2902,3043
500000,49,-6,277710,282382
150000,44,-2,199583,93116
60000,54,-3,86412,84272
80000,29,2,6032,1521
80000,24,-1,182435,31857
80000,24,-5,19807,17545
230000,46,-6,25835,35948
70000,23,-10,3000,0
50000,29,7,197846,8514
200000,32,0,310093,16497
120000,43,0,284107,9758
230000,41,0,234760,26000
300000,59,-6,152896,180430
50000,56,3,104243,2572
50000,26,-4,52504,35276
220000,33,2,1120153,64140
460000,31,2,59352,11742
20000,56,7,73788,4604
10000,32,0,48028,2780
200000,35,3,1115581,38158
450000,35,-2,771195,452524
400000,27,-12,90298,89645
380000,30,-12,6808,3661
50000,40,0,184858,8618
200000,29,3,1179532,394695
20000,24,-3,25120,10058
90000,26,11,540642,19400
20000,38,-1,76040,20584
50000,35,6,282088,36749
180000,29,-9,-12,0
400000,32,-11,4573,5090
550000,44,-3,185125,205267
360000,36,-1,142248,68957
350000,33,0,835699,28900
360000,39,-12,72802,72338
150000,26,0,594025,30000
240000,25,-12,0,0
200000,35,-5,20795,13223
330000,26,2,1018384,27104
30000,36,-4,2730,1950
50000,44,-2,70395,8297
200000,46,-6,2376,2376
130000,33,-2,4883,713
330000,28,-9,6125,7110
100000,26,-6,2330,1950
130000,23,-12,19686,108620
20000,37,0,60774,3501
80000,23,11,428046,19351
150000,26,-12,95012,92416
70000,62,0,315396,12455
20000,24,-7,6567,8567
50000,48,3,114216,7500
50000,24,3,179418,15199
180000,40,0,122301,15509
100000,27,-3,2574,2574
130000,27,-7,6553,9819
160000,44,-12,-108,0
210000,32,-12,0,0
90000,38,2,491059,18842
340000,34,-6,206274,175303
700000,50,0,1198485,38293
300000,30,-3,325137,294367
440000,34,-12,94703,84369
140000,42,0,162570,7130
30000,47,-12,42741,102835
80000,31,-6,2068,1150
500000,46,-3,808938,347410
50000,41,-1,92641,27918
410000,50,0,1445368,53500
280000,44,-12,55586,52893
20000,44,8,87270,6250
30000,28,0,94794,5201
270000,65,-3,24028,23930
230000,44,-5,5705,4704
160000,29,-7,6285,6285
230000,41,-12,26206,25826
110000,57,-6,2340,2340
280000,27,-6,13989,11323
50000,30,0,294513,12311
380000,52,4,2269343,100594
20000,28,2,114352,17000
100000,43,0,265185,9606
50000,69,0,96407,9605
190000,52,-8,17665,17490
60000,22,0,205113,6477
80000,41,-1,485830,25649
150000,24,-5,14315,14315
30000,54,15,157282,9500
130000,55,0,678380,60072
310000,30,0,453922,178008
200000,37,-5,43377,16652
340000,49,-6,3391,3435
100000,35,2,590674,23043
30000,25,0,151890,10600
160000,27,-1,84173,45105
270000,49,-2,308810,86164
60000,47,-2,194946,67794
450000,41,-4,198221,110007
30000,22,5,178379,9305
70000,27,0,418069,15550
150000,47,0,914305,38000
80000,48,0,327823,11523
80000,37,2,339928,12921
200000,40,0,260887,40937
20000,26,4,108757,7060
90000,26,5,141598,41536
180000,25,0,795460,137974
400000,32,0,296208,11086
150000,28,2,485503,26056
90000,49,-10,1722,11135
80000,55,0,386952,60304
360000,33,3,41132,12780
180000,29,3,825297,49100
30000,60,0,137514,14369
50000,41,0,179076,44583
180000,31,0,142046,7401
180000,31,-9,553,3895
10000,29,-6,14013,13528
30000,37,6,179040,11650
50000,27,4,264446,14203
30000,26,0,102406,5750
210000,28,0,589744,19755
480000,51,-12,42721,42571
390000,32,0,94147,27595
80000,34,2,409704,21131
350000,36,-4,160741,144412
220000,24,0,329008,13031
100000,24,-8,97492,11645
50000,39,-6,11291,23226
590000,29,-7,6607,4387
270000,61,0,67796,11000
80000,55,0,263140,30096
230000,28,-8,209681,92765
240000,31,-7,44726,1200
50000,52,0,198240,11779
110000,27,11,295518,13000
50000,57,2,96225,9813
200000,29,3,781052,17505
170000,43,-4,4082,4082
200000,46,3,12758,6807
30000,22,14,81814,9810
410000,36,-10,58233,178878
130000,28,-9,0,0
30000,36,-6,60327,1768
120000,26,0,202721,91266
230000,39,-12,6023,5623
150000,25,-12,7886,20201
60000,34,0,172527,9683
50000,33,7,55434,7500
240000,33,-12,0,0
20000,23,0,70907,4464
690000,34,-1,2030744,313599
80000,30,-6,73235,5009
270000,50,-6,27751,28684
500000,51,-6,5394,3358
100000,33,0,281672,10668
80000,23,-7,2629,2629
100000,59,-3,64491,57797
180000,46,-8,184650,0
360000,51,0,2085364,77105
410000,35,-4,50054,59341
20000,44,31,13800,0
230000,30,-3,12591,8229
140000,25,2,129965,12315
200000,33,-8,205150,0
60000,23,2,320014,12649
200000,33,-9,0,1562
120000,27,0,265966,8160
50000,25,-1,145406,6358
50000,34,0,262688,9178
330000,41,11,1804920,70678
250000,32,0,181602,18550
70000,25,7,26880,3224
180000,34,0,893567,180000
50000,33,12,265175,13924
80000,29,0,466286,22461
90000,45,-1,399849,129109
240000,28,0,1129494,42084
130000,26,0,94269,4788
230000,52,1,11870,10874
210000,31,2,517849,19386
50000,26,2,176688,7379
240000,40,-6,1956,1956
360000,44,-6,990,990
30000,49,-2,99100,4237
220000,43,-12,132845,129772
220000,30,-9,0,0
20000,28,4,87381,6200
150000,44,-4,6872,4814
100000,38,2,467862,18869
160000,29,-12,1981,3362
30000,49,-4,91124,51478
30000,26,12,88962,3632
630000,29,0,2588172,79632
60000,38,-7,1040,1040
250000,43,-12,331,0
240000,35,-1,26861,25233
310000,34,0,385619,169565
500000,40,-2,515821,201253
50000,28,6,254962,8715
50000,26,-12,4000,701
20000,52,0,106560,5758
130000,28,0,299205,8000
50000,39,12,197895,9200
300000,30,-12,0,0
20000,54,6,57379,5000
360000,26,-1,294903,161355
230000,28,0,132077,50397
20000,29,2,74620,6595
20000,22,-12,2016,2097
360000,31,0,65404,40006
180000,33,0,147763,15598
20000,45,3,66893,22666
140000,27,-10,515,0
50000,32,-4,6141,39425
110000,23,1,76336,39807
80000,27,10,399944,5420
270000,34,-12,163049,54606
170000,31,-8,3364,2967
60000,24,-2,50544,34979
130000,42,-9,-312,1000
200000,41,-12,24282,3441
680000,30,-3,249786,213246
120000,35,-4,57340,56922
260000,42,0,431616,20959
400000,45,-6,103323,100573
70000,23,-4,22712,11554
20000,22,0,83768,7023
260000,30,2,584329,33000
200000,29,0,345676,14647
130000,29,0,535030,18011
30000,28,12,129351,6300
190000,54,0,321025,61842
300000,30,-5,87831,73736
50000,37,2,239546,9650
20000,46,8,86947,7288
160000,41,-8,71900,0
670000,43,0,345847,60323
230000,45,-6,2496,2652
170000,48,-8,321854,306436
80000,27,6,21618,19203
60000,38,3,2730,1647
210000,25,-4,83864,56428
50000,29,-9,0,0
20000,27,0,105896,6331
100000,50,-3,56477,47567
260000,25,-1,71302,23497
120000,24,0,74875,8739
280000,39,0,539952,20467
20000,24,20,9900,0
200000,39,-6,61976,40577
30000,24,2,154592,8800
60000,35,0,278219,10800
110000,26,2,274299,12209
50000,54,13,6430,1511
60000,44,0,210651,16534
290000,35,0,1019764,39100
610000,35,0,1620835,62000
70000,36,0,351161,28000
180000,38,0,144716,8300
20000,52,0,112566,5195
10000,32,0,41188,4706
20000,29,6,103164,9877
190000,25,-1,640401,184219
20000,26,-5,110421,84293
180000,44,0,948804,35100
160000,35,0,290156,16446
180000,26,-5,43275,29794
20000,45,3,75555,21255
60000,33,0,296513,10715
90000,28,-1,379899,104416
240000,27,-9,0,0
230000,33,0,70405,5300
240000,29,0,1404435,71378
200000,40,-6,39359,38099
220000,33,0,276659,14668
50000,29,-2,105553,5000
250000,39,-6,83028,82402
200000,29,0,868218,32273
430000,28,0,118749,19315
80000,27,0,281004,10800
10000,39,0,39760,11111
210000,34,0,370177,17700
570000,46,0,2835260,536405
150000,25,2,222008,10102
300000,33,4,1614635,48859
150000,31,0,246883,123338
50000,29,0,273459,13000
110000,30,0,623535,22664
80000,37,0,137269,6615
110000,32,5,273593,7766
110000,24,4,486069,115322
50000,32,0,247727,35474
200000,41,-4,30122,23231
20000,28,0,72202,8600
150000,32,-2,10349,9017
80000,41,-6,1734,1734
70000,24,5,289529,7809
60000,29,-9,0,251
360000,37,-1,7318,3710
50000,25,0,173552,6842
200000,44,-6,53441,55018
50000,54,7,225954,9435
280000,44,0,1385903,46016
230000,28,0,142559,41000
150000,45,-12,2423,500
50000,22,2,287969,9300
210000,33,-12,0,0
230000,34,-6,11787,13080
10000,38,-1,8990,2660
250000,75,-5,63417,11727
420000,39,0,2191446,79297
130000,32,0,63288,17627
220000,28,-6,35400,33511
260000,37,-3,7537,7611
100000,45,0,270578,12316
50000,41,0,212365,9597
180000,39,-9,0,0
500000,29,-5,182196,206057
360000,32,0,1756464,64068
50000,31,-1,154795,22594
100000,31,2,509521,23858
110000,37,2,374545,13158
200000,36,0,1180668,56259
140000,29,2,747653,28753
280000,31,-2,51643,37357
150000,23,-1,492038,212007
30000,44,-12,616,0
200000,51,0,1095879,179845
160000,32,0,33669,7135
170000,26,-3,33299,24973
500000,49,-3,573135,213048
50000,30,0,202784,8611
130000,44,0,647518,23217
160000,29,0,839220,28995
20000,24,-4,55812,5572
200000,42,-12,0,0
420000,28,0,485272,19722
320000,36,-3,370857,51809
70000,42,2,262174,12870
80000,69,0,444317,16824
250000,40,-12,6167,10447
280000,33,0,1405322,41471
480000,41,-12,292489,279713
200000,29,2,1079630,47000
170000,38,2,771892,30800
100000,27,-4,3279,7838
20000,25,-4,62370,22313
60000,30,-3,69064,67394
20000,25,-9,22607,22607
50000,40,2,138048,7570
100000,50,2,521202,22895
250000,29,0,585507,26500
220000,44,2,938080,75000
80000,36,0,476536,23651
130000,29,8,696608,29307
70000,54,-4,4082,3211
70000,44,0,274136,12485
320000,56,0,1056089,30788
100000,29,-12,2549,2159
310000,44,-1,550361,83300
280000,40,0,1069977,41923
50000,32,0,211450,10900
210000,30,-9,0,0
200000,45,-6,161146,93131
500000,48,-1,1550307,56120
150000,28,-6,38409,73809
50000,24,-6,10782,12686
340000,30,-3,110382,39139
60000,26,0,253176,10261
50000,29,0,281571,9234
70000,24,-1,151985,20562
50000,33,-1,150206,35168
10000,36,-4,26075,18400
10000,22,0,51209,5226
380000,30,0,1552729,60437
20000,26,-3,12080,7515
220000,43,-6,36686,43305
80000,30,0,336543,12326
50000,25,0,230682,9219
50000,26,0,165661,6811
20000,43,11,119631,5100
140000,29,-12,1890,945
50000,28,4,285467,45891
360000,31,-7,8391,14334
200000,29,-4,27359,20992
170000,34,-10,2435,0
360000,31,-5,5463,5463
240000,49,-6,261826,305214
240000,56,1,5000,0
150000,42,-8,-244,5000
200000,36,0,1164517,73400
500000,35,0,570304,33482
220000,32,-6,14616,14902
450000,26,-3,192332,145224
260000,60,-7,1960,2020
60000,32,12,133998,6200
300000,27,-4,105071,89599
260000,28,-7,4685,4195
190000,45,0,485124,18404
200000,36,0,643302,20183
120000,39,4,542740,22750
10000,37,0,49264,22603
50000,25,0,52120,7000
150000,37,-10,2195,0
220000,33,3,7602,4230
50000,42,0,286967,11638
50000,42,6,215167,5157
310000,24,0,909669,27789
360000,58,-2,-829,1006
210000,30,6,513885,22603
80000,30,16,369834,16800
20000,39,2,105727,6713
180000,28,0,157159,10144
130000,23,-1,267131,82416
280000,27,-3,84660,58821
150000,35,9,110724,18938
500000,29,0,155419,23665
80000,39,0,118832,13421
270000,25,0,995331,31546
60000,27,0,191892,9600
70000,27,0,468951,15362
90000,31,1,81574,58539
10000,25,-1,54706,34900
160000,27,-10,165,0
50000,47,0,112728,16000
160000,28,0,580899,46500
270000,38,-12,30640,10697
200000,48,-1,26659,35518
330000,50,-12,1063,1180
150000,39,4,640355,19000
180000,28,-5,39315,52657
130000,39,0,543112,19625
180000,34,0,1033417,45920
130000,29,0,706517,29100
50000,40,0,180921,7964
100000,32,0,180209,9686
270000,45,0,447495,16615
170000,26,-12,0,0
180000,39,-6,41230,46469
50000,57,0,110081,5171
50000,25,12,309412,6234
300000,31,-2,156956,60333
30000,42,7,127395,6935
60000,43,-1,286506,36312
90000,23,2,286908,31499
500000,29,-4,267126,268086
90000,36,0,397227,14600
240000,28,10,1204495,46322
200000,34,-4,16795,4266
60000,29,2,275114,13900
150000,26,3,808244,31000
80000,38,-5,990,660
100000,30,32,557322,40000
230000,36,0,50753,10082
30000,47,-1,389593,44811
50000,25,0,173728,7575
180000,27,0,781584,53446
330000,55,0,132115,29500
80000,26,-8,51553,43306
300000,27,-5,210943,130195
250000,35,-4,254839,132150
80000,25,0,355367,11576
210000,54,-12,985,985
150000,41,0,445282,16321
500000,55,12,29742,0
350000,34,5,941713,99054
50000,58,-1,670,2672
410000,31,0,1487089,150413
60000,46,0,269530,10366
90000,28,6,139553,10400
80000,28,-5,34216,29336
20000,28,0,58514,23240
180000,26,0,59910,45913
20000,31,-7,150,150
70000,28,0,243019,12000
410000,48,-6,110473,105814
210000,47,-12,-62825,141362
50000,34,-6,8332,4166
20000,42,3,109584,4710
50000,33,3,73384,46429
240000,41,0,166931,16722
260000,57,0,39230,37880
110000,31,0,14089,5017
240000,32,-12,17858,15420
110000,35,0,487169,19708
60000,42,-6,9651,9750
50000,45,-5,14251,4881
170000,33,-6,6963,8304
20000,22,5,84757,4597
290000,28,6,51844,5400
160000,45,-7,1571,4186
310000,34,-4,36251,42901
50000,23,3,33434,6517
100000,52,7,150144,12600
230000,28,-2,486,253
290000,30,0,1450433,65141
170000,41,-12,3576,3156
30000,27,0,141322,3945
450000,34,-12,8641,4889
210000,39,-4,35699,21094
20000,26,13,108544,7103
290000,29,-7,3561,3561
220000,28,-4,35503,29666
50000,30,0,118259,11000
350000,52,32,14400,0
10000,51,3,54274,3284
170000,61,0,853748,29100
50000,40,-9,19961,4377
30000,25,4,53778,5184
160000,30,-5,21836,30296
80000,29,-6,18000,19827
120000,26,-6,4064,3597
510000,61,2,1173941,86508
80000,43,-2,32552,10995
130000,40,-4,299759,14000
360000,26,-4,20067,9031
200000,31,0,17151,30454
20000,42,6,120513,2490
420000,44,-1,15491,6339
50000,23,0,72536,28965
200000,42,-6,2642,2316
150000,34,0,885412,36640
80000,26,0,473954,20300
180000,65,-1,1021742,200697
20000,24,-1,79540,4999
320000,35,0,1006537,151100
80000,26,2,120233,8900
230000,30,-5,10433,4445
20000,28,-6,19678,1400
150000,28,0,27670,17137
80000,30,-3,137622,66178
190000,36,-6,6500,32881
60000,31,-4,159077,6000
170000,45,0,893202,34811
20000,28,0,286453,16644
50000,25,3,105797,8500
20000,26,0,105601,6467
50000,33,-3,48157,29492
330000,31,-5,8596,7417
20000,25,3,105412,8002
80000,40,-3,60198,24100
130000,39,8,313412,11900
370000,42,0,1011129,319195
100000,40,-2,22858,14991
210000,38,-12,0,0
380000,35,-6,131050,184580
180000,44,-12,90134,92194
80000,25,0,264734,10978
200000,57,-3,469636,9522
140000,29,-9,792,1667
420000,43,-12,19262,18958
200000,38,-12,10034,9243
50000,48,-1,239032,55111
500000,29,-1,188992,118014
220000,35,-12,11843,14263
200000,30,-12,0,0
20000,46,9,48398,10500
220000,45,-1,39769,22756
40000,43,-1,4430,2840
30000,36,12,160931,6369
90000,27,-6,17059,19627
30000,38,0,133167,26278
20000,22,-4,47812,32725
130000,23,0,635962,45000
220000,30,-12,106768,106301
280000,47,0,1119160,57161
100000,29,-1,307199,89293
250000,26,0,245633,14557
30000,62,-6,14178,1000
60000,32,0,275653,11938
170000,40,-6,18876,23682
290000,37,-5,5514,5514
20000,41,-4,114119,40846
360000,53,-6,69920,67980
310000,34,-4,206300,77000
200000,38,-6,40743,42336
50000,24,0,206662,9980
500000,44,0,1059550,36360
140000,28,0,622744,25600
190000,28,2,1140979,47770
80000,56,4,399356,24735
200000,26,-5,132447,177076
30000,47,-4,21001,12781
80000,61,-9,0,0
10000,23,32,14400,0
20000,24,6,114703,7787
80000,46,0,226453,11500
50000,41,-12,44220,6120
70000,25,-7,59637,33472
400000,29,-10,1253,95
240000,39,2,1437747,62261
200000,27,0,748983,26491
50000,35,-3,8678,4050
30000,42,-3,4514,2842
310000,31,0,789327,30022
290000,37,2,846898,46835
370000,35,-4,354963,176354
90000,23,12,117388,6430
60000,30,11,259477,9106
30000,41,0,63840,4858
350000,39,-1,166302,89048
80000,41,-4,183198,68389
250000,31,-7,7880,41289
50000,25,-7,22687,21628
90000,40,0,455630,17254
100000,26,0,474632,61652
110000,31,0,385922,14312
150000,36,-4,63761,44426
20000,27,0,113200,6251
200000,34,-9,7062,6200
380000,53,-4,17485,21004
330000,45,0,269187,10135
290000,25,0,389010,17500
50000,31,7,48447,36341
150000,26,0,74834,24623
60000,23,-2,29461,27945
500000,25,-3,18313,20839
130000,50,4,704128,28595
130000,29,10,269,0
180000,29,0,965208,35600
110000,55,0,552582,21389
180000,40,-6,22196,1000
100000,25,0,518535,17900
500000,40,-2,29742,14676
280000,29,-6,17207,14706
100000,26,-1,106756,49400
80000,55,0,210820,9650
180000,28,-6,45613,42108
20000,23,0,113143,15135
500000,32,0,1867416,71024
100000,30,-5,5428,5435
200000,40,0,823199,30341
20000,35,9,77739,4582
210000,37,-6,186231,137011
30000,29,4,212301,17706
180000,47,-6,60826,58858
30000,27,-1,38421,35102
360000,33,-6,78969,88173
50000,26,-7,695,4777
80000,30,7,366519,12800
420000,31,-1,744804,264487
110000,52,0,415874,19191
160000,27,0,747215,30900
200000,40,-6,1896,1896
110000,42,4,392345,63950
400000,37,0,495405,22000
230000,23,-4,13195,13604
50000,57,2,184849,9992
90000,54,0,112632,7688
170000,28,-6,46228,4308
120000,33,-7,31548,29102
200000,33,-12,79955,75096
250000,52,8,195832,13000
50000,39,0,201862,8374
50000,24,-9,0,0
