LIMIT_BAL,AGE,topay,BILLAMT,PAYMENT
70000,26,13,307923,13146
30000,49,4,94145,7535
50000,24,4,230625,10400
490000,41,0,876517,23478
50000,22,6,31442,2500
170000,32,0,396352,13844
310000,62,0,689117,28005
500000,34,-2,324786,280815
230000,35,0,1015717,216604
30000,22,-8,18830,0
20000,31,10,134547,5792
180000,31,0,376668,108825
490000,33,0,322532,67160
200000,40,-12,2529,13890
180000,32,-5,14531,13010
110000,30,0,15406,13221
30000,25,9,116097,4700
200000,38,-2,2783,3370
270000,39,-6,56269,31104
180000,39,2,194361,10510
350000,35,-3,3518,2658
160000,30,-12,3350,2670
250000,36,0,367440,55379
300000,36,-5,105250,107163
360000,28,-5,16863,21635
360000,38,2,1615460,65003
20000,58,0,72821,51959
400000,28,-3,31485,22962
70000,26,0,47924,4400
150000,34,-6,13228,21428
230000,31,1,45810,10244
360000,25,-6,2644,3106
130000,54,-7,3270,3383
150000,33,-1,293757,132348
20000,56,14,112437,3500
140000,32,-6,13469,1587
240000,43,0,386625,13490
80000,27,0,265226,10724
20000,23,5,94656,13200
50000,23,2,250240,14861
200000,35,-9,0,2865
50000,29,31,14700,0
180000,27,4,826839,19534
70000,24,2,320912,13000
50000,27,-4,100376,2530
80000,40,8,191144,11746
50000,27,0,331820,14318
100000,45,-7,5220,5220
20000,24,2,101328,5590
80000,24,-2,168870,97547
180000,38,5,22275,2824
80000,54,0,326734,11900
320000,35,-4,67099,49495
80000,54,0,147468,10305
50000,41,0,144732,7600
80000,28,2,292467,15345
80000,24,-5,7812,8708
150000,31,-3,11977,11587
50000,35,-8,23280,0
200000,39,0,230185,10083
50000,29,10,281509,11777
80000,46,-1,61356,22778
460000,40,0,504879,26245
300000,35,0,1077535,64825
50000,33,0,171532,5902
50000,44,0,195918,7869
30000,23,0,161576,23150
280000,50,-12,42119,37039
60000,28,2,135004,9858
200000,28,-3,3645,115
150000,39,6,512706,27742
310000,25,-4,229041,140993
270000,36,-9,42038,50818
50000,33,0,394732,18527
240000,35,0,1372073,64000
220000,48,2,1129440,42020
180000,26,-1,58988,37284
100000,33,6,251640,18400
20000,35,-3,66697,21359
50000,43,5,273163,8956
110000,32,6,663233,29107
500000,52,-12,68921,73282
220000,28,25,1280410,16252
20000,48,-2,3120,1170
140000,59,2,796747,32393
290000,36,-3,50887,19734
200000,31,-6,22627,16827
260000,35,-12,5201,5885
140000,27,0,841957,32800
20000,32,4,74191,8870
50000,47,2,120474,7897
100000,49,0,250422,13023
310000,41,0,370648,108843
60000,28,3,289593,11100
280000,47,0,866099,52218
370000,35,0,1359955,49335
80000,28,0,365509,12903
170000,42,0,241270,11010
260000,50,-1,5151,4390
130000,34,8,457302,16500
290000,34,0,1878768,70171
150000,42,0,786321,26101
250000,26,0,437514,17967
70000,28,0,146814,10421
150000,42,-6,11257,14564
270000,50,-6,7352,12210
250000,35,-1,319705,48000
190000,34,6,546290,29510
240000,38,0,1037336,52000
230000,30,-7,25970,20770
400000,34,0,591243,18587
280000,33,0,1146814,50800
300000,41,-1,121589,21855
250000,26,0,499263,150076
80000,42,-2,227345,70698
420000,32,0,168585,6487
160000,46,-4,492120,81493
50000,43,0,240879,8691
120000,42,-6,6182,7044
50000,26,0,186038,4435
490000,44,-6,31372,33268
100000,28,7,480382,30049
100000,44,1,35563,6230
300000,26,0,1320416,45160
280000,44,0,304115,35069
120000,46,0,597868,22361
20000,23,4,95923,5684
260000,26,0,174389,57000
70000,28,0,162937,7051
30000,40,3,166109,6625
50000,41,8,240274,33274
360000,30,-6,34009,64527
130000,37,6,178720,11603
130000,27,0,765273,29000
50000,32,8,267269,11400
60000,29,12,225703,10000
50000,45,-9,0,0
80000,24,-5,28368,15724
340000,34,-3,573277,298713
50000,41,0,257085,12035
20000,27,2,71360,6419
170000,34,-7,14992,11958
30000,27,16,171769,8800
80000,39,0,223223,8184
150000,33,0,629815,78476
140000,45,-6,2046,2046
50000,46,12,185169,8800
180000,27,-9,0,0
60000,50,2,279559,10212
50000,40,0,215216,26310
140000,37,-6,4259,4259
70000,59,2,396331,19321
60000,57,0,57716,3315
240000,38,-2,45411,38663
100000,30,8,432267,18084
300000,64,-6,7578,7936
30000,33,0,210905,37913
490000,41,0,609609,23600
220000,24,2,966719,38000
50000,23,0,187244,5777
180000,33,-6,7528,7140
50000,53,-2,141105,41654
60000,23,4,223777,10800
290000,36,0,938515,31503
150000,29,-4,6241,0
390000,30,0,348718,17006
210000,27,-1,3158,1735
50000,23,0,218673,7549
120000,25,1,239254,55496
20000,25,-3,67141,27864
30000,44,7,20883,0
140000,29,-9,0,0
90000,26,0,291481,12250
110000,57,0,237361,10651
30000,24,4,149465,10500
20000,26,0,78085,4771
80000,47,-11,6116,11461
240000,27,1,23467,6755
80000,41,0,455584,18993
20000,41,2,48364,5691
130000,26,2,13996,17374
20000,30,-1,79920,23500
200000,28,-3,235806,19290
250000,55,0,1174370,38712
300000,33,-4,36095,24596
110000,29,0,529720,87613
110000,32,-9,0,0
110000,45,0,441917,16970
140000,39,0,806321,31500
140000,26,12,775202,40500
90000,29,-6,45711,30298
20000,50,0,96062,11000
270000,29,0,1177980,47500
100000,32,4,240057,26662
70000,27,2,374959,23600
210000,44,0,531446,21755
30000,24,6,81888,5385
100000,49,-8,33333,0
410000,63,0,2188176,73512
240000,42,2,262213,88330
80000,55,0,413958,97339
170000,31,-6,31976,33896
60000,47,0,121579,21099
280000,39,-5,15360,3968
200000,45,-12,4912,3730
130000,34,0,57742,17397
340000,42,0,718611,156000
360000,38,0,5000,2500
200000,25,0,175457,24869
100000,33,0,516967,16776
160000,47,-8,20485,18531
30000,23,-2,47207,6440
340000,27,0,923137,90147
200000,34,-12,51831,27193
50000,36,8,114954,4000
200000,32,5,8937,5545
120000,30,-6,9096,9096
20000,42,0,108067,6608
140000,29,0,172187,6027
50000,36,-2,84870,26511
220000,32,0,739502,24066
10000,21,-8,9900,0
80000,47,0,221286,7652
260000,42,-11,158290,177294
50000,33,0,259796,8966
280000,28,-12,0,0
20000,34,0,106084,5317
220000,33,0,159549,12000
140000,56,16,4400,1000
140000,31,0,323926,15473
290000,33,0,1320928,46641
140000,26,-2,90289,45641
20000,39,0,96087,4983
20000,33,1,60946,1183
240000,43,0,1251045,48090
110000,43,0,590614,29304
250000,31,0,294524,75601
20000,50,-6,17190,13125
110000,25,0,551526,27435
30000,42,-4,75166,31573
250000,40,6,1091224,40441
50000,54,2,206460,7456
180000,34,2,559761,28500
50000,26,0,100006,5898
290000,39,-6,1584,1584
310000,31,0,1461287,63885
200000,36,3,89788,8519
70000,39,-2,100220,28150
30000,42,3,69483,9014
460000,39,0,936113,32311
150000,29,0,743887,23962
240000,37,-1,223269,73922
50000,26,11,201627,10300
250000,44,0,638709,30000
50000,56,-1,192807,35255
150000,45,-1,202841,34661
260000,36,-9,6012,10000
330000,34,0,103298,4852
220000,29,0,212778,26158
10000,42,13,50653,7127
210000,23,-7,91055,33837
150000,30,-12,7954,11253
80000,29,0,390402,27000
50000,25,4,56367,5507
110000,32,3,256822,12600
140000,37,-3,25438,16016
170000,52,0,862952,31236
10000,22,-2,28869,4775
50000,29,-12,134939,17000
100000,35,2,474366,17433
140000,35,0,428064,15144
220000,48,2,733015,38900
20000,28,-3,32826,16010
320000,32,-4,240753,147932
80000,38,-10,604,0
190000,31,4,620161,23773
270000,37,0,658476,148000
240000,30,-8,67735,18761
300000,41,-10,5770,0
80000,44,-6,8499,8738
160000,30,-1,219382,53398
140000,43,0,789544,34996
260000,33,0,685042,64692
200000,29,-4,77163,26425
310000,35,0,1110056,47892
70000,33,0,137661,43593
50000,24,2,216951,7470
110000,31,0,541368,18331
50000,27,0,222480,9703
80000,24,-3,8777,83636
290000,29,-1,783367,42891
340000,30,-1,668063,127490
290000,29,0,1521206,55562
150000,37,-6,33665,26277
160000,36,0,381920,20200
20000,24,-1,3120,1560
50000,42,-1,106740,24000
150000,32,0,630362,21318
20000,25,-4,32370,3521
140000,49,0,224933,10027
50000,47,-4,92803,3382
110000,29,8,319077,13354
160000,34,12,460594,15000
360000,49,-6,5132,4536
500000,44,-7,107755,51621
150000,23,0,839004,25050
400000,39,0,1313308,58257
30000,33,0,134544,32837
310000,44,0,53240,14000
260000,52,-5,11320,7344
360000,42,-6,25349,24912
20000,27,3,100023,28580
250000,28,4,955652,39800
20000,39,3,59796,6983
140000,27,0,190406,17000
30000,30,4,141972,7411
20000,23,5,111331,7672
280000,42,2,849367,35000
500000,30,0,2618662,214572
130000,26,-4,264643,133000
370000,28,-5,85284,120060
170000,45,-6,15345,18318
190000,38,0,488630,19609
50000,25,-3,21935,11179
130000,27,6,329860,13030
100000,32,0,330658,29499
360000,29,-12,12444,6468
260000,32,-12,25082,32288
60000,35,6,74687,5200
250000,25,0,81804,36117
20000,61,8,39220,8000
80000,45,-7,80550,83750
70000,29,0,261455,39000
170000,26,0,624551,29419
450000,66,-12,-38960,15467
150000,44,-12,13377,28203
20000,23,2,89008,6526
310000,31,0,1671109,55593
320000,49,-3,966014,361897
80000,35,-3,11679,9659
20000,40,-1,91250,6154
50000,47,0,91305,5858
130000,33,2,6066,2713
50000,25,-4,31304,27891
270000,44,0,1484423,56407
200000,25,-6,32386,32348
210000,28,-2,435710,146722
150000,49,-7,33461,33608
30000,23,11,75042,5890
210000,24,-9,18241,21191
250000,30,-2,132737,45930
130000,37,12,268748,12200
30000,23,8,100798,6700
160000,43,-3,52773,23325
360000,32,-9,-1806,0
200000,30,0,555729,76611
400000,49,-5,59984,31915
250000,45,0,619852,17274
90000,44,12,109461,8200
500000,53,-6,8786,8369
260000,27,-5,2793,2394
50000,29,7,157014,4807
70000,24,8,277988,15408
380000,44,0,2041179,81476
300000,27,3,1197093,24700
110000,52,6,176866,8353
120000,47,-6,4026,4026
70000,30,0,99188,6601
90000,24,3,439160,20500
10000,33,0,85564,24209
40000,43,0,170036,5264
30000,39,3,170748,6640
100000,41,4,584799,20850
280000,29,-6,80211,78414
500000,37,0,2229567,64059
30000,22,-5,33286,24253
140000,26,2,736617,33456
120000,31,-6,3296,2646
200000,30,-6,96190,96082
150000,30,0,866840,26287
150000,29,-8,14075,0
240000,47,-12,44818,84032
110000,35,0,546382,19213
50000,35,-6,16396,14961
30000,51,6,127569,7988
100000,51,-3,298512,164044
180000,24,0,648015,23500
30000,36,-2,120499,36745
200000,36,-6,28020,28020
170000,29,-12,-5928,0
50000,27,0,241301,11538
50000,23,0,75740,4572
210000,29,0,392722,77115
320000,29,-5,399226,210400
50000,24,2,161377,8100
20000,23,-3,65633,21468
190000,37,-1,556036,212638
300000,34,-12,1280,1280
80000,52,-9,0,0
230000,34,12,1178961,48300
50000,31,-5,3423,1950
300000,30,-11,7938,17264
220000,35,-3,134074,230450
60000,23,2,131068,11000
170000,29,0,608289,19900
20000,32,0,79166,5784
50000,33,3,237898,7336
80000,43,0,222620,32560
140000,40,0,372323,19388
50000,45,-2,83354,26700
80000,31,4,473711,22000
100000,38,0,240783,5141
10000,41,-2,3900,2643
50000,43,0,136977,6939
180000,27,0,161654,91009
50000,22,0,261917,19188
200000,24,-12,27607,31231
120000,24,0,313546,14541
90000,29,0,51453,11032
20000,48,8,103161,6895
20000,46,7,77846,13019
200000,29,-6,72983,86576
290000,41,0,1165470,52126
210000,27,0,507323,19590
480000,35,1,761249,254083
460000,41,0,1935826,75830
500000,36,-9,-264,0
400000,35,0,19673,15204
20000,48,-9,0,0
110000,40,0,558391,97438
50000,36,2,287951,11356
450000,39,-2,345356,19328
250000,40,-6,2376,2089
30000,39,-12,10228,8396
140000,35,-6,46832,38921
270000,39,0,109491,9053
500000,28,0,43644,54593
240000,55,4,462398,18200
440000,34,-12,4507,4541
260000,33,-7,2672,1656
70000,28,1,169724,10806
20000,33,0,61784,4145
200000,38,0,388516,154500
130000,43,-12,34430,36200
140000,54,12,107964,4700
360000,44,-9,0,0
30000,27,21,5700,0
10000,47,0,21937,2776
240000,47,4,696724,27611
50000,35,0,253693,12507
230000,66,-12,10494,10494
50000,59,-9,-3078,2700
170000,29,-8,5155,0
120000,26,0,166328,24500
20000,44,0,105313,7450
80000,25,-9,22784,22225
50000,36,0,257554,11455
200000,29,-4,124828,124261
120000,32,-9,0,0
200000,29,0,153575,137194
20000,23,-3,68889,30876
100000,27,3,292015,9737
90000,42,-3,307327,46387
340000,27,3,634472,167525
70000,48,-3,27193,5913
150000,26,-1,187088,12200
70000,25,0,150386,6615
50000,24,12,110111,7000
30000,60,-8,15132,19510
500000,54,0,580659,24586
310000,26,0,267845,12000
160000,26,-12,6657,5360
150000,27,0,151975,9223
110000,29,0,343073,11049
360000,43,-12,1312,1767
80000,53,1,189292,52508
70000,25,0,116994,13010
280000,35,1,441605,116963
160000,28,0,947261,39600
260000,41,-6,14156,11462
10000,24,11,49132,4800
210000,29,0,550553,30000
80000,23,0,349517,11428
500000,69,-12,28243,27233
30000,28,0,53334,32160
230000,37,4,12178,6963
360000,27,0,1016879,74097
50000,22,-2,18514,4935
80000,27,3,333259,6345
360000,26,-8,8498,21000
50000,25,8,243659,57142
260000,45,0,1098753,47026
460000,39,-2,175799,118115
30000,21,3,182575,21138
20000,59,-4,6369,3573
280000,30,-2,893,557
70000,38,0,339359,12458
20000,38,11,65971,4258
430000,46,-1,1503611,414364
70000,22,0,347603,14234
150000,28,0,258682,12676
80000,33,-3,153683,64606
170000,34,-6,7343,5762
170000,23,0,84350,12290
80000,36,6,301152,11300
150000,59,-12,57398,51881
180000,27,-9,-1200,0
210000,44,0,481771,19400
70000,33,0,113209,22197
120000,36,2,26911,21765
90000,58,0,374996,15644
60000,27,0,261743,8712
50000,23,4,88918,12480
490000,34,-3,156685,157034
500000,69,-6,12951,13804
20000,51,-12,0,930
10000,29,0,50736,9500
50000,28,0,265439,12908
80000,39,0,302592,12896
330000,27,-9,0,0
320000,45,-12,95964,88121
90000,32,-3,38189,28828
80000,26,13,382268,15200
200000,41,-12,24305,742
170000,51,0,952975,29628
200000,26,-5,29429,27588
50000,49,0,567877,24271
50000,38,-3,137920,100234
240000,38,-2,209703,11073
400000,38,-12,76643,70539
150000,32,-12,12766,12267
220000,52,0,763352,34382
250000,47,-6,45474,34880
150000,40,0,769407,25986
650000,39,-5,20497,79946
500000,39,-2,62735,210599
210000,33,6,1010916,53000
350000,33,-5,249217,255618
130000,27,-6,2034,2034
110000,43,-3,157808,72282
80000,26,0,476651,20050
40000,38,0,224094,11500
50000,23,0,169445,15005
150000,39,-12,0,0
80000,32,-8,12730,11594
70000,41,14,240699,16000
170000,41,0,604980,101049
400000,44,0,45700,3404
50000,28,0,261784,37600
30000,31,0,110402,7645
410000,42,0,1741454,63800
180000,27,0,128526,57688
170000,43,0,832990,36430
60000,24,0,311823,10753
80000,36,-2,6632,4598
80000,28,-7,1498,2284
160000,25,-2,587161,110164
350000,33,-6,19326,20211
50000,51,0,208431,8331
290000,57,-9,0,0
60000,28,2,70802,27974
390000,37,-6,91998,81832
160000,27,-1,699173,137844
50000,25,0,235192,8773
220000,37,-12,0,0
50000,54,0,87334,4894
90000,35,2,472951,24652
250000,42,-8,41300,0
120000,34,-5,8800,9135
10000,22,0,55794,4706
200000,32,-12,13449,13239
180000,49,-2,2928,1733
470000,31,0,488425,17068
310000,32,-1,289503,112592
140000,28,-3,73384,4197
330000,37,-9,93789,39757
230000,24,-4,48551,39559
90000,32,2,466914,17887
50000,33,0,158603,5931
50000,34,2,51231,7542
230000,29,-12,1024,1024
500000,41,0,2416422,78197
140000,33,-8,6059,5778
50000,25,4,202108,10500
40000,35,-9,0,0
470000,32,0,947708,40000
250000,27,0,142045,18065
360000,42,-4,16567,16567
50000,51,0,263606,8157
200000,38,0,45232,8367
90000,50,0,517929,18884
140000,46,-6,3104,3518
30000,34,5,146878,10084
70000,48,-1,156587,14807
200000,37,-4,40570,26649
360000,29,-12,0,0
340000,27,-5,310168,5772
70000,29,0,275704,22605
60000,33,3,81687,8500
30000,39,12,148128,9910
210000,35,0,836771,33217
30000,44,30,15876,0
150000,27,0,262344,25065
360000,36,-5,23479,49704
130000,34,0,93732,15000
80000,45,5,455400,16900
120000,29,0,184871,8554
290000,53,-3,17488,8688
160000,29,0,213133,29392
200000,64,-7,67052,67052
210000,41,2,593266,29000
300000,28,0,1756821,66180
220000,45,-6,30054,29512
290000,32,3,828195,26770
120000,47,0,570960,22040
20000,50,-5,30286,27996
60000,24,0,234277,9900
210000,37,-4,94366,35645
340000,49,0,1612550,80000
20000,31,9,74479,4616
390000,34,-8,121396,61959
20000,27,0,120034,9900
450000,35,-4,1573,1560
360000,30,-5,75706,65645
290000,52,-3,626488,231692
90000,40,-11,144672,169777
100000,42,-3,22476,18770
180000,26,-6,16774,15212
200000,32,-7,19540,5929
90000,27,-12,0,0
180000,35,5,11184,3354
450000,40,0,76963,26026
50000,45,0,227872,10709
420000,40,-12,117814,147462
270000,30,0,1393311,55600
50000,44,0,183073,5541
30000,26,-2,67817,14683
500000,38,-2,196676,113019
150000,29,0,642036,30007
30000,24,-5,11480,9673
290000,43,0,1596686,59800
100000,47,0,369967,84235
200000,27,-12,0,0
230000,39,0,389732,14070
300000,58,11,982253,37500
110000,25,4,200485,25400
360000,35,-2,14435,7033
140000,25,-2,177060,88905
50000,41,0,185891,7840
190000,43,2,877988,35397
240000,39,0,1374988,63400
100000,38,-3,4378,14782
360000,42,-6,52149,50287
60000,28,12,149044,8400
80000,23,12,146149,5706
220000,27,-6,20112,20112
20000,24,0,114058,5374
160000,47,-9,0,0
50000,25,8,168395,9600
180000,27,0,960657,36755
230000,38,0,57751,7260
200000,29,0,446682,14515
150000,27,2,521130,22714
260000,27,-3,60116,22423
330000,49,-12,13373,15260
260000,40,0,866228,156479
130000,25,2,459652,18100
200000,46,0,808684,40744
50000,31,11,51427,20
230000,46,0,662868,29910
50000,48,2,239541,18508
20000,25,-1,14891,12906
50000,51,10,206912,10000
170000,24,-6,263690,123129
330000,46,0,1369317,49096
300000,29,-12,32918,33220
90000,27,-9,0,0
400000,42,0,1509036,51851
100000,23,-3,13486,4791
150000,41,-6,5138,6189
120000,31,-6,21975,27578
280000,49,-8,290485,158887
50000,23,0,145289,7033
70000,31,0,351161,14611
50000,28,2,199929,55230
20000,37,0,94515,8900
220000,37,-7,66230,19990
200000,51,2,2273340,299025
250000,39,-5,86782,77177
180000,30,4,845955,32230
200000,47,-2,73637,17416
90000,24,0,436209,17007
230000,39,3,17096,7958
10000,23,7,24682,1809
200000,38,2,940392,29525
100000,32,0,437929,17719
150000,54,0,884891,34300
60000,26,-2,145314,40783
220000,40,-3,45486,11752
310000,26,0,495228,23942
70000,42,3,343767,9996
150000,46,0,370905,31000
50000,52,-1,126024,45092
200000,38,-12,7194,1587
50000,23,-1,237750,98998
50000,25,0,154323,4917
210000,40,0,324192,24000
340000,44,0,1801724,370344
160000,27,-6,119490,1020
80000,52,15,237369,10100
130000,37,-5,11004,12477
640000,30,0,326855,26054
500000,50,-3,18230,10258
230000,27,-6,19871,17451
320000,32,0,360143,19000
50000,43,-1,43450,18907
170000,32,0,0,2000
50000,31,4,144951,29437
50000,24,-2,54738,27057
80000,29,12,449885,16600
320000,42,-5,21178,22879
50000,33,12,209997,12001
200000,27,-6,74292,83834
390000,35,0,1471492,63110
130000,48,0,267372,20000
200000,30,0,1178586,45100
360000,37,-7,4231,3437
60000,29,-6,13799,15650
50000,27,0,105169,19081
80000,25,-3,5775,4125
180000,35,0,955194,55092
600000,51,0,1266260,348680
50000,33,-2,144174,4315
50000,27,0,200068,6643
50000,29,-1,38064,8345
270000,36,-12,80957,8407
260000,29,-5,12382,8726
50000,23,2,214422,7038
90000,35,-6,74081,69516
120000,39,-10,28364,0
30000,44,2,158597,23700
130000,33,0,368749,11641
270000,25,0,151695,6645
430000,30,0,421692,88375
80000,30,8,471965,23250
50000,23,2,117858,6459
360000,56,-6,35083,14138
150000,49,0,545448,19052
60000,29,-3,13287,6637
100000,28,2,71490,8505
310000,37,0,253323,9632
330000,32,0,9097,6316
200000,34,-4,60328,64555
50000,22,0,205366,6870
300000,32,-12,24281,26813
50000,42,-3,19045,19250
380000,40,0,1555413,67400
90000,24,-1,183869,96866
90000,24,0,456482,16627
20000,50,-3,23011,4612
500000,42,-8,149838,0
310000,35,0,934794,29559
200000,58,-7,204857,387518
200000,49,0,97542,46520
110000,49,0,322647,12643
70000,31,-2,35214,18857
50000,23,3,207239,54164
360000,27,-12,18143,18143
90000,31,4,149728,9306
100000,28,0,527877,18800
120000,48,0,497813,49265
280000,36,0,959596,33174
30000,67,6,173972,8863
120000,25,14,483531,10900
390000,32,-5,111565,82274
80000,27,2,300771,15160
20000,35,0,107493,7435
140000,48,-10,13575,8232
30000,35,2,11451,3435
80000,31,-6,29422,28907
210000,28,-12,81942,63305
100000,36,0,568113,21532
160000,35,0,61946,8742
360000,30,-2,94492,51554
260000,26,4,1595104,82007
20000,50,6,85557,7642
50000,38,-6,3976,4031
60000,22,13,281742,7728
250000,33,0,512946,29000
50000,43,2,299508,13984
50000,57,9,189501,792
220000,27,0,977574,34000
40000,43,-2,85156,3968
270000,53,-5,18637,75456
200000,36,0,956450,54254
350000,33,0,1461804,42232
240000,37,-5,6050,6236
50000,24,0,118948,7100
80000,37,-6,25240,19385
180000,38,3,603644,19200
180000,31,19,589794,103500
200000,29,1,8464,5803
50000,26,-7,18770,16400
260000,48,0,905201,36400
50000,29,0,229188,20700
20000,47,3,57806,3691
440000,33,-6,13600,17554
60000,51,0,171530,7268
220000,30,2,538517,27200
320000,28,-1,36795,19922
500000,39,0,1885591,80000
50000,33,0,201775,5811
20000,34,-7,8043,7013
70000,27,8,172659,8230
80000,29,-1,359398,11050
180000,36,-8,10970,10970
240000,34,2,18606,4790
10000,30,-8,1170,780
360000,33,-1,265253,85937
60000,52,0,146131,10500
60000,31,0,56353,43380
90000,34,0,605564,40127
170000,27,-1,238424,20150
220000,29,-9,2885,6446
290000,26,0,895931,26774
60000,42,0,103807,4578
50000,46,11,74574,4800
150000,28,-4,201304,75696
270000,27,0,157209,46941
200000,48,0,435961,65310
500000,39,0,593541,25511
360000,32,-6,161055,131281
70000,28,12,158233,7300
170000,39,5,799749,26000
50000,29,0,239257,9009
330000,27,4,1946154,69172
100000,30,0,538215,18307
180000,29,-6,29488,28364
300000,37,-10,134863,269495
160000,34,-6,4103,1369
80000,43,-4,696126,54997
220000,30,0,28058,19297
150000,55,-6,11912,86299
180000,46,-6,3661,3363
200000,41,-12,17335,8096
500000,38,-2,2751,2301
50000,31,-9,0,0
200000,27,-3,55894,51082
60000,35,2,87315,9000
50000,35,-1,140358,11200
80000,46,7,21935,5000
150000,58,-12,212855,89862
180000,43,0,841741,31679
50000,35,11,64300,6750
500000,33,0,1712445,74870
280000,37,-7,43555,41338
230000,28,-6,68518,61937
30000,29,6,133748,8100
390000,27,-4,13435,10096
150000,36,-12,58559,49635
220000,25,-2,453646,115444
80000,24,0,392216,15686
300000,42,-2,166563,77172
310000,37,-5,51397,78213
140000,41,2,276615,14600
110000,31,0,402313,14322
90000,31,2,206811,21500
160000,31,6,872802,29470
170000,30,0,990343,41848
210000,35,-3,2877,0
230000,26,0,23492,10180
280000,31,0,1384222,42994
240000,29,0,1021045,38324
80000,27,-8,80000,0
210000,26,0,929747,35205
30000,22,0,162534,23328
20000,24,0,106235,8507
500000,34,0,2822922,99460
100000,33,18,529433,16953
130000,43,-7,297800,108256
290000,36,0,640146,17610
50000,43,-1,70168,19109
200000,25,-12,2960,2960
120000,57,0,552444,30007
220000,41,3,3375,1925
50000,39,0,109278,54810
400000,37,-7,68387,45987
20000,27,4,101641,8196
50000,39,-8,44574,0
20000,32,5,105577,9013
20000,30,-9,-7650,4000
220000,39,-1,536930,115050
120000,33,-6,1746,1746
50000,33,0,95829,14028
290000,34,0,74929,15344
130000,47,-7,31996,31405
160000,28,11,965703,35332
300000,42,0,1655211,69098
300000,66,0,1504519,60500
380000,37,-5,29549,27500
150000,30,2,741461,17239
280000,30,-9,116444,93925
120000,29,0,698915,28410
60000,25,-7,13112,11605
360000,29,-4,349356,415061
130000,31,15,1650,1000
80000,42,12,288078,11700
240000,27,-8,118175,0
80000,27,-1,113658,30805
320000,31,0,383180,17117
110000,42,0,447854,12887
280000,35,-10,9647,2500
240000,29,0,449837,16197
100000,32,-4,16599,9500
30000,33,2,171192,6752
500000,38,-12,3490,32156
210000,23,0,85453,29209
300000,39,-12,4479,2599
50000,33,-1,15081,1000
80000,32,0,148856,16330
20000,23,5,32332,5911
320000,53,0,1361741,338204
230000,30,-6,4991,4192
180000,29,0,846029,32679
260000,43,0,904537,58038
230000,27,0,83455,8300
470000,31,-12,58513,47064
200000,28,4,4359,2487
230000,35,-12,13809,16359
200000,36,-8,6419,5057
50000,33,0,95481,21500
340000,34,0,1704110,69740
60000,29,2,297091,70576
280000,34,-6,23057,15370
50000,22,-1,66935,10903
210000,29,0,269995,98751
20000,29,-6,30781,11000
310000,28,-3,133392,66696
320000,58,-1,2656,1832
100000,33,4,222224,10965
180000,35,0,225890,15033
70000,34,12,109653,7100
120000,41,0,614844,20638
30000,22,0,123482,5460
150000,27,-2,157159,5408
200000,34,-9,58421,43702
160000,37,-1,65595,21791
80000,31,3,164597,5954
10000,25,0,54525,8215
150000,59,-12,34009,41153
60000,26,2,357950,16769
230000,34,-4,60280,45439
90000,39,-4,46107,57821
80000,27,-6,5534,5134
20000,47,2,113694,6307
30000,48,9,144450,8900
180000,30,0,889959,49400
460000,33,0,977788,36362
300000,27,-6,5020,5020
200000,33,-4,52507,31707
330000,53,0,1154380,305443
80000,36,0,437958,16091
110000,36,0,303817,13500
170000,27,0,105012,3752
150000,32,0,300555,28000
20000,50,8,101129,7200
10000,51,-3,-2994,3336
60000,64,-2,63529,24566
200000,42,-7,8449,6075
80000,24,0,405178,17029
50000,30,4,182336,7707
150000,28,0,747676,16285
10000,26,-2,12543,4739
30000,35,6,145183,10061
60000,24,0,343148,14358
130000,35,2,351962,30400
220000,36,0,681847,28675
60000,25,0,209084,11500
130000,26,-6,6947,9243
60000,30,-1,94189,27582
220000,52,-10,34118,14102
170000,24,0,754310,56670
280000,36,-7,552,428
130000,25,-3,121069,59439
30000,36,0,39992,11000
470000,37,-11,924,33597
410000,46,-6,34718,36686
50000,24,0,195205,13094
180000,32,4,1205470,32820
150000,31,0,709535,22131
20000,28,0,75108,28500
70000,47,0,261737,14109
270000,47,-12,45900,47966
800000,46,-9,26000,47040
100000,32,-2,213700,70478
10000,35,0,53951,4400
50000,34,2,229367,9811
50000,27,0,136896,10454
350000,36,-5,32274,35263
300000,47,-10,21686,42860
80000,32,2,247719,12029
50000,48,-1,297927,21022
60000,25,0,325797,13935
250000,37,0,19043,11776
200000,44,-1,3510,2340
90000,35,12,384588,33436
500000,37,0,375277,27665
310000,47,-1,39804,21000
230000,44,-5,8630,4755
30000,51,8,157364,10003
100000,36,0,94002,19204
30000,25,0,93770,3525
150000,46,-9,0,0
80000,33,0,369257,14282
50000,24,0,291780,11813
20000,22,0,84980,4213
30000,28,12,148414,8871
180000,27,0,729614,37000
20000,29,0,98590,20007
30000,32,-12,23664,18607
20000,32,0,113620,4234
50000,24,2,116777,11300
410000,31,-2,785,9225
100000,31,-3,3700,7371
500000,44,-6,124629,134787
360000,30,-5,220232,145402
20000,38,0,113407,14000
60000,39,-9,-7010,4000
50000,44,0,210188,7269
70000,23,-1,65402,24789
50000,34,-1,89632,12674
50000,56,-2,130414,39141
20000,50,-8,9164,51300
20000,22,-2,65737,6500
90000,28,4,286462,12700
200000,56,-12,10771,10943
290000,33,-6,7456,7043
50000,55,0,157016,40487
280000,28,-3,28437,73481
150000,33,-7,22454,2000
50000,50,-3,136459,21346
500000,44,-12,20488,23179
